case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-000454,pdf export of the polaris board is cutting off the bottom,2025-03-10 10:35:10+00:00,email,incident,bug,pro,18,Medium
ND-2025-000455,vat receipt please,2025-03-10 12:10:25+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000456,how do i reset my password?,2025-03-10 13:45:50+00:00,webchat,service_request,other,free,0,Low
ND-2025-000457,card declined but it has funds,2025-03-10 15:30:15+00:00,email,incident,billing_payments,pro,26,High
ND-2025-000458,please email the vat invoice,2025-03-11 08:45:35+00:00,email,service_request,billing_payments,pro,9,Medium
ND-2025-000459,proposal for business growth,2025-03-11 10:10:00+00:00,email,incident,other,free,0,Low
ND-2025-000460,new finance director needs to receive the billing emails,2025-03-11 11:55:25+00:00,phone,service_request,account_admin,enterprise,14,Medium
ND-2025-000461,screen freezes when i load the main polaris board,2025-03-11 13:25:50+00:00,email,incident,bug,standard,7,High
ND-2025-000462,vat invoice for tax purposes,2025-03-11 15:00:15+00:00,email,service_request,billing_payments,pro,17,Medium
ND-2025-000463,double charged for the starter pack,2025-03-12 09:15:40+00:00,email,incident,billing_payments,standard,5,High
ND-2025-000464,change organization name,2025-03-12 10:50:05+00:00,webchat,service_request,account_admin,free,3,Low
ND-2025-000465,vat receipt thanks,2025-03-12 12:20:30+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000466,connector settings won't save on chrome,2025-03-12 13:55:55+00:00,email,incident,bug,pro,21,Medium
ND-2025-000467,web development services,2025-03-12 15:40:20+00:00,email,incident,other,free,0,Low
ND-2025-000468,need the vat invoice for the last 3 months,2025-03-13 08:50:45+00:00,email,service_request,billing_payments,pro,15,Medium
ND-2025-000469,locked out of the admin account cannot run payroll reports,2025-03-13 10:15:10+00:00,phone,incident,account_admin,enterprise,32,Urgent
ND-2025-000470,why did the price go up?,2025-03-13 11:45:35+00:00,email,service_request,billing_payments,standard,4,Low
ND-2025-000471,visual glitch on the dashboard sidebar,2025-03-13 13:20:00+00:00,email,incident,bug,pro,10,Medium
ND-2025-000472,vat receipt required,2025-03-13 14:55:25+00:00,email,service_request,billing_payments,pro,19,Medium
ND-2025-000473,subscription suspended due to payment issue,2025-03-14 09:05:50+00:00,email,incident,billing_payments,standard,8,High
ND-2025-000474,add user to orbit id,2025-03-14 10:40:15+00:00,webchat,service_request,account_admin,pro,6,Low
ND-2025-000475,404 error on the support page link,2025-03-14 12:15:40+00:00,email,incident,bug,standard,13,Medium
ND-2025-000476,vat invoice please,2025-03-14 13:50:05+00:00,email,service_request,billing_payments,pro,22,Medium
ND-2025-000477,greetings from prince aladeen,2025-03-14 15:25:30+00:00,email,incident,other,free,0,Low
ND-2025-000478,requesting refund for accidental renewal,2025-03-15 09:10:55+00:00,email,service_request,billing_payments,standard,3,High
ND-2025-000479,need logs of who accessed the financial polaris board,2025-03-15 10:45:20+00:00,email,incident,account_admin,enterprise,25,Medium
ND-2025-000480,send vat receipt,2025-03-15 12:20:45+00:00,email,service_request,billing_payments,pro,11,Medium
ND-2025-000481,update broke my custom widget,2025-03-15 14:00:10+00:00,webchat,incident,bug,pro,16,Medium
ND-2025-000482,vat invoice for records,2025-03-15 15:35:35+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000483,invoice incorrect reflects standard instead of enterprise,2025-03-16 09:20:00+00:00,email,incident,billing_payments,enterprise,20,High
ND-2025-000484,remove user from team,2025-03-16 10:55:25+00:00,email,service_request,account_admin,standard,7,Low
ND-2025-000485,vat receipt needed,2025-03-16 12:30:50+00:00,email,service_request,billing_payments,pro,18,Medium
ND-2025-000486,robocall about insurance,2025-03-16 14:10:15+00:00,phone,incident,other,free,0,Low
ND-2025-000487,downgrade to standard,2025-03-16 15:45:40+00:00,email,service_request,billing_payments,pro,9,Medium
ND-2025-000488,exporting the kpi report crashes the browser,2025-03-17 09:00:05+00:00,email,incident,bug,enterprise,23,High
ND-2025-000489,vat receipt please,2025-03-17 10:35:30+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000490,hello friend,2025-03-17 12:10:55+00:00,webchat,incident,other,free,0,Low
ND-2025-000491,update company vat number,2025-03-17 13:50:20+00:00,email,service_request,account_admin,pro,10,Medium
ND-2025-000492,urgent payment failure risk of service interruption,2025-03-17 15:25:45+00:00,email,incident,billing_payments,enterprise,30,Urgent
ND-2025-000493,vat invoice thanks,2025-03-18 09:15:10+00:00,email,service_request,billing_payments,pro,15,Medium
ND-2025-000494,text overlapping on mobile view,2025-03-18 10:50:35+00:00,email,incident,bug,standard,8,Medium
ND-2025-000495,please send vat receipt,2025-03-18 12:25:00+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000496,irs tax scam call,2025-03-18 14:00:25+00:00,phone,incident,other,free,0,Low
ND-2025-000497,add new user,2025-03-18 15:35:50+00:00,email,service_request,account_admin,standard,5,Low
ND-2025-000498,duplicate charge on my statement,2025-03-19 09:10:15+00:00,email,incident,billing_payments,pro,3,High
ND-2025-000499,vat receipt required asap,2025-03-19 10:45:40+00:00,email,service_request,billing_payments,pro,17,Medium
ND-2025-000500,link to tutorial is broken,2025-03-19 12:20:05+00:00,webchat,incident,bug,standard,6,Low
ND-2025-000501,vat invoice please,2025-03-19 13:55:30+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000502,lottery winner notification,2025-03-19 15:30:55+00:00,email,incident,other,free,0,Low
ND-2025-000503,query about data retention,2025-03-20 09:05:20+00:00,email,service_request,account_admin,enterprise,28,Low
ND-2025-000504,invoice amount is wrong,2025-03-20 10:40:45+00:00,email,incident,billing_payments,pro,11,High
ND-2025-000505,vat receipt thanks,2025-03-20 12:15:10+00:00,email,service_request,billing_payments,pro,16,Medium
ND-2025-000506,app crashing on login,2025-03-20 13:50:35+00:00,email,incident,bug,enterprise,20,Urgent
ND-2025-000507,need vat invoice,2025-03-20 15:25:00+00:00,email,service_request,billing_payments,pro,10,Medium
ND-2025-000508,investment opportunity,2025-03-21 09:00:25+00:00,email,incident,other,free,0,Low
ND-2025-000509,delete user from account,2025-03-21 10:35:50+00:00,email,service_request,account_admin,standard,8,Low
ND-2025-000510,vat receipt please,2025-03-21 12:10:15+00:00,email,service_request,billing_payments,pro,19,Medium
ND-2025-000511,glitch in the matrix on dashboard,2025-03-21 13:45:40+00:00,webchat,incident,bug,standard,5,Medium
ND-2025-000512,send vat receipt,2025-03-21 15:20:05+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000513,payment failed but card is good,2025-03-22 09:15:30+00:00,email,incident,billing_payments,enterprise,24,High
ND-2025-000514,update billing address,2025-03-22 10:50:55+00:00,email,service_request,account_admin,pro,9,Medium
ND-2025-000515,vat invoice needed,2025-03-22 12:25:20+00:00,email,service_request,billing_payments,pro,15,Medium
ND-2025-000516,csv export is empty,2025-03-22 14:00:45+00:00,email,incident,bug,pro,21,Medium
ND-2025-000517,vat receipt thanks,2025-03-22 15:35:10+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000518,claim your prize,2025-03-23 09:10:35+00:00,email,incident,other,free,0,Low
ND-2025-000519,turn off notifications,2025-03-23 10:45:00+00:00,email,service_request,account_admin,standard,6,Low
ND-2025-000520,vat invoice for march,2025-03-23 12:20:25+00:00,email,service_request,billing_payments,pro,18,Medium
ND-2025-000521,firefox display issue,2025-03-23 13:55:50+00:00,email,incident,bug,standard,4,Low
ND-2025-000522,vat receipt please,2025-03-23 15:30:15+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000523,invoice total is incorrect,2025-03-24 09:05:40+00:00,email,incident,billing_payments,enterprise,25,High
ND-2025-000524,add user to polaris,2025-03-24 10:40:05+00:00,email,service_request,account_admin,standard,7,Low
ND-2025-000525,vat receipt needed,2025-03-24 12:15:30+00:00,email,service_request,billing_payments,pro,20,Medium
ND-2025-000526,click here for free gift,2025-03-24 13:50:55+00:00,webchat,incident,other,free,0,Low
ND-2025-000527,vat receipt thanks,2025-03-24 15:25:20+00:00,email,service_request,billing_payments,pro,11,Medium
ND-2025-000528,mobile app not syncing,2025-03-25 09:00:45+00:00,email,incident,bug,standard,9,Medium
ND-2025-000529,audit log request for compliance,2025-03-25 10:35:10+00:00,email,service_request,account_admin,enterprise,22,Medium
ND-2025-000530,vat invoice required,2025-03-25 12:10:35+00:00,email,service_request,billing_payments,pro,16,Medium
ND-2025-000531,charged twice this month,2025-03-25 13:45:00+00:00,email,incident,billing_payments,pro,3,High
ND-2025-000532,vat receipt please,2025-03-25 15:20:25+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000533,dashboard layout is broken,2025-03-26 09:15:50+00:00,email,incident,bug,standard,6,Medium
ND-2025-000534,update company email,2025-03-26 10:50:15+00:00,email,service_request,account_admin,pro,8,Low
ND-2025-000535,vat receipt needed,2025-03-26 12:25:40+00:00,email,service_request,billing_payments,pro,19,Medium
ND-2025-000536,car warranty expiration,2025-03-26 14:00:05+00:00,phone,incident,other,free,0,Low
ND-2025-000537,vat receipt thanks,2025-03-26 15:35:30+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000538,critical payment failure notice,2025-03-27 09:10:55+00:00,email,incident,billing_payments,enterprise,28,Urgent
ND-2025-000539,add user to account,2025-03-27 10:45:20+00:00,email,service_request,account_admin,standard,5,Low
ND-2025-000540,vat invoice please,2025-03-27 12:20:45+00:00,email,service_request,billing_payments,pro,15,Medium
ND-2025-000541,help link goes nowhere,2025-03-27 13:55:10+00:00,email,incident,bug,standard,7,Medium
ND-2025-000542,vat receipt thanks,2025-03-27 15:30:35+00:00,email,service_request,billing_payments,pro,11,Medium
ND-2025-000543,report export failing consistently,2025-03-28 09:05:00+00:00,email,incident,bug,enterprise,22,High
ND-2025-000544,refund for downtime,2025-03-28 10:40:25+00:00,email,service_request,billing_payments,standard,4,Medium
ND-2025-000545,vat receipt needed,2025-03-28 12:15:50+00:00,email,service_request,billing_payments,pro,18,Medium
ND-2025-000546,dating site promotion,2025-03-28 13:50:15+00:00,webchat,incident,other,free,0,Low
ND-2025-000547,send vat receipt,2025-03-28 15:25:40+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000548,screen frozen on loading,2025-03-29 09:00:05+00:00,email,incident,bug,standard,8,High
ND-2025-000549,change billing contact,2025-03-29 10:35:30+00:00,email,service_request,account_admin,pro,10,Medium
ND-2025-000550,vat receipt please,2025-03-29 12:10:55+00:00,email,service_request,billing_payments,pro,16,Medium
ND-2025-000551,invoice error needs fixing,2025-03-29 13:45:20+00:00,email,incident,billing_payments,enterprise,24,High
ND-2025-000552,vat receipt thanks,2025-03-29 15:20:45+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000553,make money fast,2025-03-30 09:15:10+00:00,email,incident,other,free,0,Low
ND-2025-000554,add user to polaris,2025-03-30 10:50:35+00:00,email,service_request,account_admin,standard,6,Low
ND-2025-000555,vat receipt required,2025-03-30 12:25:00+00:00,email,service_request,billing_payments,pro,19,Medium
ND-2025-000556,ui glitch on dashboard,2025-03-30 14:00:25+00:00,email,incident,bug,standard,9,Medium
ND-2025-000557,vat receipt thanks,2025-03-30 15:35:50+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000558,payment failed on account,2025-03-31 09:00:15+00:00,email,incident,billing_payments,enterprise,26,High
ND-2025-000559,update company info,2025-03-31 10:35:40+00:00,email,service_request,account_admin,pro,11,Medium
ND-2025-000560,vat receipt please,2025-03-31 12:10:05+00:00,email,service_request,billing_payments,pro,17,Medium
ND-2025-000561,broken link in footer,2025-03-31 13:45:30+00:00,email,incident,bug,standard,5,Low
ND-2025-000562,send vat receipt,2025-03-31 15:20:55+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000563,free bitcoin,2025-03-31 16:55:20+00:00,webchat,incident,other,free,0,Low
ND-2025-000564,vat receipt needed,2025-03-01 08:30:15+00:00,email,service_request,billing_payments,pro,16,Medium
ND-2025-000565,add user to dashboard,2025-03-01 10:05:40+00:00,email,service_request,account_admin,standard,7,Low
ND-2025-000566,export function not working,2025-03-01 11:40:05+00:00,email,incident,bug,enterprise,20,Medium
ND-2025-000567,vat receipt thanks,2025-03-01 13:15:30+00:00,email,service_request,billing_payments,pro,12,Medium
ND-2025-000568,invoice mismatch on account,2025-03-01 14:50:55+00:00,email,incident,billing_payments,enterprise,23,High
ND-2025-000569,vat receipt please,2025-03-02 09:25:20+00:00,email,service_request,billing_payments,pro,15,Medium
ND-2025-000570,cheap loans apply now,2025-03-02 11:00:45+00:00,email,incident,other,free,0,Low
ND-2025-000571,update billing email,2025-03-02 12:35:10+00:00,email,service_request,account_admin,pro,10,Medium
ND-2025-000572,vat receipt thanks,2025-03-02 14:10:35+00:00,email,service_request,billing_payments,pro,13,Medium
ND-2025-000573,display error on chart,2025-03-03 09:45:00+00:00,email,incident,bug,standard,8,Medium
ND-2025-000574,vat invoice needed,2025-03-03 11:20:25+00:00,email,service_request,billing_payments,pro,18,Medium
ND-2025-000575,payment issue urgent,2025-03-03 12:55:50+00:00,email,incident,billing_payments,enterprise,29,Urgent
ND-2025-000576,send vat receipt,2025-03-03 14:30:15+00:00,email,service_request,billing_payments,pro,11,Medium
ND-2025-000577,add colleague to polaris,2025-03-04 10:05:40+00:00,email,service_request,account_admin,standard,6,Low
ND-2025-000578,vat receipt please,2025-03-04 11:40:05+00:00,email,service_request,billing_payments,pro,16,Medium
ND-2025-000579,verify your account,2025-03-04 13:15:30+00:00,email,incident,other,free,0,Low
ND-2025-000580,vat receipt thanks,2025-03-04 14:50:55+00:00,email,service_request,billing_payments,pro,14,Medium
ND-2025-000581,browser display issue,2025-03-05 09:25:20+00:00,email,incident,bug,standard,5,Low
ND-2025-000582,vat invoice required,2025-03-05 11:00:45+00:00,email,service_request,billing_payments,pro,19,Medium
