case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-000102,2026-01-01T00:00:00Z,2025-01-12 10:40:20+00:00,email,incident,data_reporting,report_permissions,High,8.0,2.1,6.5,solved,fixed,FALSE,data,,9,pro,Scotland,35-44,M,user cannot see the shared report despite permissions,Negative,4,permissions; report; polaris; access
ND-2025-000103,2026-01-01T00:00:00Z,2025-01-13 13:30:55+00:00,webchat,service_request,how_to_training,video_tutorial,Low,48.0,5.1,,pending,,FALSE,support,,2,standard,London,25-34,F,looking for video guides on advanced filtering,Neutral,,how_to; video_tutorial; filter; polaris
ND-2025-000104,2026-01-01T00:00:00Z,2025-01-14 09:05:30+00:00,email,incident,bug,export_bug,Medium,24.0,5.8,,open,,FALSE,engineering,,6,pro,South East,45-54,M,csv export is corrupt,Negative,,bug; export; csv; error
ND-2025-000105,2026-01-01T00:00:00Z,2025-01-15 11:25:15+00:00,phone,incident,performance_outage,degraded_performance,Urgent,4.0,0.1,3.2,solved,fixed,TRUE,engineering,,32,enterprise,London,35-44,M,system is crawling today really bad latency,Negative,2,latency; slow; degraded_performance; polaris
ND-2025-000106,2026-01-01T00:00:00Z,2025-01-16 14:45:50+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,6.2,,new,,FALSE,support,,1,standard,North West,25-34,F,help with setup,Neutral,,how_to; setup; onboarding; polaris
ND-2025-000107,2026-01-01T00:00:00Z,2025-01-17 08:35:05+00:00,webchat,service_request,access_permissions,invite_user,Medium,24.0,1.1,2.8,solved,answered,FALSE,support,,5,standard,West Midlands,35-44,M,invitation link not working for new user,Negative,5,invite; user_management; error; orbit_id
ND-2025-000108,2026-01-01T00:00:00Z,2025-01-18 10:15:40+00:00,email,incident,integrations,oauth_token_issue,High,8.0,2.5,9.5,solved,fixed,FALSE,engineering,,13,pro,London,45-54,F,oauth token for xero expired unexpectedly,Negative,4,oauth; token; xero; connector
ND-2025-000109,2026-01-01T00:00:00Z,2025-01-19 13:00:25+00:00,in_app,service_request,how_to_training,configuration,Medium,24.0,3.5,,open,,FALSE,support,,2,free,East Midlands,25-34,M,configure widget,Neutral,,how_to; configuration; widget; polaris
ND-2025-000110,2026-01-01T00:00:00Z,2025-01-20 09:20:00+00:00,email,service_request,account_admin,notification_settings,Low,48.0,18.5,,pending,,FALSE,support,,4,standard,South West,35-44,F,stop sending me weekly digest emails,Neutral,,notifications; email_prefs; settings; admin
ND-2025-000111,2026-01-01T00:00:00Z,2025-01-21 11:45:35+00:00,webchat,incident,bug,ui_glitch,Medium,24.0,1.5,4.1,solved,fixed,FALSE,engineering,,7,pro,Yorkshire,25-34,M,button alignment off in safari,Neutral,5,bug; ui; safari; glitch
ND-2025-000112,2026-01-01T00:00:00Z,2025-01-22 15:10:10+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.9,,new,,FALSE,support,,1,standard,London,25-34,F,new user onboarding,Neutral,,how_to; onboarding; training; polaris
ND-2025-000113,2026-01-01T00:00:00Z,2025-01-23 08:50:45+00:00,phone,incident,billing_payments,payment_failed,Urgent,4.0,0.2,2.5,solved,fixed,FALSE,billing,,15,pro,North East,45-54,M,my card was declined but i have funds,Negative,4,payment; credit_card; error; billing
ND-2025-000114,2026-01-01T00:00:00Z,2025-01-24 10:30:20+00:00,email,service_request,access_permissions,password_reset,Medium,24.0,2.8,5.5,solved,fixed,FALSE,support,,3,standard,London,35-44,F,forgot password again,Neutral,5,password; login; orbit_id; reset
ND-2025-000115,2026-01-01T00:00:00Z,2025-01-25 13:45:55+00:00,webchat,service_request,how_to_training,best_practice,Low,48.0,4.2,,open,,FALSE,support,,5,pro,Scotland,25-34,M,how to organize multiple boards?,Neutral,,how_to; best_practice; polaris; organization
ND-2025-000116,2026-01-01T00:00:00Z,2025-01-26 09:05:30+00:00,email,incident,performance_outage,spinner,High,8.0,2.1,,pending,,FALSE,engineering,,10,standard,Wales,35-44,F,endless spinner when opening the sales board,Negative,,spinner; slow; loading; polaris
ND-2025-000117,2026-01-01T00:00:00Z,2025-01-27 11:20:05+00:00,in_app,service_request,how_to_training,onboarding_help,Medium,24.0,3.5,8.1,solved,answered,FALSE,support,,1,standard,London,18-24,M,tutorial link?,Neutral,4,how_to; tutorial; onboarding; help_center
ND-2025-000118,2026-01-01T00:00:00Z,2025-01-28 14:55:40+00:00,email,incident,data_reporting,currency_mismatch,Medium,24.0,4.8,,open,,FALSE,data,,8,pro,South East,45-54,F,revenue showing as usd but should be gbp,Negative,,currency; polaris; report; bug
ND-2025-000119,2026-01-01T00:00:00Z,2025-01-29 08:40:15+00:00,webchat,service_request,other,spam,Low,72.0,1.2,1.3,solved,cancelled,FALSE,support,,0,free,London,25-34,M,seo optimization services for you,Neutral,,spam; miscellaneous; sales; other
ND-2025-000120,2026-01-01T00:00:00Z,2025-01-30 10:15:50+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,6.5,,new,,FALSE,support,,1,standard,North West,25-34,F,adding a board,Neutral,,how_to; polaris; setup; onboarding
ND-2025-000121,2026-01-01T00:00:00Z,2025-01-02 13:10:25+00:00,email,incident,integrations,api_auth_error,High,8.0,2.8,11.2,solved,fixed,FALSE,engineering,,14,pro,London,35-44,M,auth error on custom api connector,Negative,4,api; auth; connector; error
ND-2025-000122,2026-01-01T00:00:00Z,2025-01-03 15:35:00+00:00,phone,incident,access_permissions,locked_out,Urgent,4.0,0.1,1.5,solved,fixed,FALSE,support,,20,enterprise,East Midlands,45-54,F,ceo is locked out of orbit id,Negative,5,locked_out; orbit_id; login; urgent
ND-2025-000123,2026-01-01T00:00:00Z,2025-01-04 09:25:35+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.1,,new,,FALSE,support,,1,standard,South West,25-34,M,first time setup,Neutral,,how_to; setup; onboarding; polaris
ND-2025-000124,2026-01-01T00:00:00Z,2025-01-05 11:50:10+00:00,webchat,incident,bug,broken_link,Low,48.0,3.5,6.8,solved,fixed,FALSE,engineering,,3,free,London,18-24,F,404 on the help page,Neutral,5,404; bug; help_center; broken_link
ND-2025-000125,2026-01-01T00:00:00Z,2025-01-06 14:15:45+00:00,email,service_request,how_to_training,feature_how_to,Medium,24.0,4.2,,open,,FALSE,support,,6,standard,Yorkshire,35-44,M,how do i duplicate a widget?,Neutral,,how_to; widget; duplicate; polaris
ND-2025-000126,2026-01-01T00:00:00Z,2025-01-07 08:30:20+00:00,in_app,incident,performance_outage,database_slow,High,8.0,2.5,7.5,solved,fixed,TRUE,engineering,,17,pro,London,45-54,M,query execution time is too high,Negative,3,slow; database; query; performance
ND-2025-000127,2026-01-01T00:00:00Z,2025-01-08 10:45:55+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.8,,new,,FALSE,support,,1,standard,North East,25-34,F,setup assistance required,Neutral,,how_to; setup; onboarding; assistance
ND-2025-000128,2026-01-01T00:00:00Z,2025-01-09 13:00:30+00:00,webchat,incident,billing_payments,refund_request,Medium,24.0,1.2,4.1,solved,fixed,FALSE,billing,,4,standard,South East,35-44,M,refund for unused seat,Neutral,5,refund; seat_limit; billing; subscription
ND-2025-000129,2026-01-01T00:00:00Z,2025-01-10 09:35:05+00:00,email,service_request,access_permissions,role_assignment,Medium,24.0,3.5,,pending,,FALSE,support,,9,pro,West Midlands,25-34,F,assign manager role to new hire,Neutral,,role_assignment; admin; permissions; orbit_id
ND-2025-000130,2026-01-01T00:00:00Z,2025-01-11 11:50:40+00:00,email,incident,bug,ui_glitch,Low,48.0,7.2,15.5,solved,fixed,FALSE,engineering,,5,standard,London,35-44,M,font rendering issue on chrome,Neutral,4,bug; ui; chrome; font
ND-2025-000131,2026-01-01T00:00:00Z,2025-01-12 14:15:15+00:00,phone,incident,security_privacy,vulnerability_disclosure,Urgent,4.0,0.1,2.0,solved,answered,TRUE,security,,28,enterprise,London,45-54,M,reporting a potential xss vulnerability,Neutral,,security; vulnerability; xss; report
ND-2025-000132,2026-01-01T00:00:00Z,2025-01-13 08:50:50+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.1,,new,,FALSE,support,,1,standard,Scotland,25-34,F,how to get started,Neutral,,how_to; onboarding; start; polaris
ND-2025-000133,2026-01-01T00:00:00Z,2025-01-14 10:25:25+00:00,webchat,incident,integrations,sync_failure,High,8.0,1.5,,open,,FALSE,engineering,,12,pro,North West,35-44,M,salesforce sync failed overnight,Negative,,sync; failure; salesforce; connector
ND-2025-000134,2026-01-01T00:00:00Z,2025-01-15 13:40:00+00:00,email,service_request,how_to_training,documentation_clarification,Low,48.0,10.5,,pending,,FALSE,support,,3,standard,London,25-34,F,docs on json formatting are confusing,Neutral,,how_to; docs; json; formatting
ND-2025-000135,2026-01-01T00:00:00Z,2025-01-16 09:05:35+00:00,in_app,service_request,account_admin,user_add_remove,Medium,24.0,2.2,5.1,solved,answered,FALSE,support,,8,pro,South West,35-44,M,add 5 new users,Neutral,5,user_management; admin; add; organization
ND-2025-000136,2026-01-01T00:00:00Z,2025-01-17 11:20:10+00:00,email,incident,bug,regression_after_update,High,8.0,4.5,,open,,TRUE,engineering,,14,pro,London,45-54,F,charts broken after yesterday's update,Negative,,regression; bug; chart; polaris
ND-2025-000137,2026-01-01T00:00:00Z,2025-01-18 14:45:45+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,6.2,,new,,FALSE,support,,1,standard,East Midlands,25-34,M,onboarding assistance,Neutral,,how_to; onboarding; assistance; polaris
ND-2025-000138,2026-01-01T00:00:00Z,2025-01-19 08:30:20+00:00,webchat,incident,access_permissions,password_reset,Medium,24.0,1.1,2.5,solved,fixed,FALSE,support,,2,free,London,18-24,F,forgot pass,Neutral,4,password; login; reset; orbit_id
ND-2025-000139,2026-01-01T00:00:00Z,2025-01-20 10:55:55+00:00,email,incident,performance_outage,latency_spike,High,8.0,2.8,8.2,solved,fixed,FALSE,engineering,,19,enterprise,Yorkshire,35-44,M,dashboard is unusable due to lag,Negative,3,latency; slow; polaris; unusable
ND-2025-000140,2026-01-01T00:00:00Z,2025-01-21 13:10:30+00:00,phone,service_request,billing_payments,invoice_query,Medium,24.0,0.5,3.5,solved,answered,FALSE,billing,,6,standard,London,45-54,F,query about line item on invoice,Neutral,5,invoice; billing; query; charge
ND-2025-000141,2026-01-01T00:00:00Z,2025-01-22 09:15:05+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.5,,new,,FALSE,support,,1,standard,Wales,25-34,M,need help adding widgets,Neutral,,how_to; widget; setup; onboarding
ND-2025-000142,2026-01-01T00:00:00Z,2025-01-23 11:40:40+00:00,webchat,incident,bug,app_crash,High,8.0,1.8,,open,,FALSE,engineering,,10,pro,North West,35-44,F,mobile app closes immediately on launch,Negative,,crash; mobile; app; bug
ND-2025-000143,2026-01-01T00:00:00Z,2025-01-24 14:05:15+00:00,email,service_request,data_reporting,export_issue,Medium,24.0,4.1,9.5,solved,answered,FALSE,data,,7,standard,London,25-34,M,export to pdf cuts off the bottom,Neutral,4,export; pdf; bug; formatting
ND-2025-000144,2026-01-01T00:00:00Z,2025-01-25 08:50:50+00:00,in_app,service_request,how_to_training,feature_how_to,Low,48.0,6.5,,pending,,FALSE,support,,4,standard,South East,35-44,F,how do i change chart colours?,Neutral,,how_to; chart; configuration; polaris
ND-2025-000145,2026-01-01T00:00:00Z,2025-01-26 10:30:25+00:00,email,incident,integrations,api_auth_error,High,8.0,2.2,7.1,solved,fixed,FALSE,engineering,,13,pro,London,45-54,M,403 forbidden on api endpoint,Negative,4,api; auth; 403; error
ND-2025-000146,2026-01-01T00:00:00Z,2025-01-27 13:00:00+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.2,,new,,FALSE,support,,1,standard,East of England,25-34,F,guide for new users?,Neutral,,how_to; guide; onboarding; docs
ND-2025-000147,2026-01-01T00:00:00Z,2025-01-28 09:20:35+00:00,webchat,incident,access_permissions,account_locked,Urgent,4.0,0.3,1.2,solved,fixed,FALSE,support,,3,standard,London,25-34,M,account locked out,Negative,5,locked_out; login; orbit_id; security
ND-2025-000148,2026-01-01T00:00:00Z,2025-01-29 11:45:10+00:00,email,service_request,how_to_training,best_practice,Low,48.0,12.5,,open,,FALSE,support,,8,pro,South West,35-44,F,recommendation for sales dashboard layout?,Neutral,,best_practice; dashboard; sales; polaris
ND-2025-000149,2026-01-01T00:00:00Z,2025-01-30 14:10:45+00:00,phone,incident,performance_outage,full_outage,Urgent,4.0,0.1,4.5,solved,fixed,TRUE,engineering,,40,enterprise,London,45-54,M,complete service failure,Negative,1,full_outage; downtime; crash; critical
ND-2025-000150,2026-01-01T00:00:00Z,2025-01-31 08:35:20+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,4.8,,new,,FALSE,support,,1,standard,North East,25-34,F,setup help,Neutral,,how_to; setup; onboarding; polaris
ND-2025-000151,2026-01-01T00:00:00Z,2025-01-02 10:15:55+00:00,webchat,incident,bug,ui_glitch,Medium,24.0,1.5,5.2,solved,fixed,FALSE,engineering,,5,standard,London,25-34,M,glitch in the menu,Neutral,4,bug; ui; glitch; menu
ND-2025-000152,2026-01-01T00:00:00Z,2025-01-03 13:40:30+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.5,,new,,FALSE,support,,1,standard,West Midlands,25-34,F,where do i find the connector settings?,Neutral,,how_to; connector; settings; onboarding
ND-2025-000153,2026-01-01T00:00:00Z,2025-01-04 09:05:05+00:00,in_app,service_request,access_permissions,password_reset,Medium,24.0,2.1,3.8,solved,fixed,FALSE,support,,2,free,London,18-24,M,cant remember password,Neutral,5,password; login; reset; orbit_id
ND-2025-000154,2026-01-01T00:00:00Z,2025-01-05 11:25:40+00:00,email,incident,integrations,rate_limit_hit,High,8.0,3.2,,open,,FALSE,engineering,,11,pro,Scotland,35-44,F,rate limit errors on shopify sync,Negative,,rate_limit; shopify; sync; error
ND-2025-000155,2026-01-01T00:00:00Z,2025-01-06 14:50:15+00:00,email,service_request,account_admin,billing_contact_update,Low,48.0,20.1,,pending,,FALSE,billing,,9,pro,South East,45-54,M,change billing address,Neutral,,admin; billing; settings; organization
ND-2025-000156,2026-01-01T00:00:00Z,2025-01-07 08:30:50+00:00,webchat,service_request,how_to_training,examples_needed,Medium,24.0,4.5,8.2,solved,answered,FALSE,support,,3,standard,London,25-34,F,show me examples of finance boards,Neutral,5,how_to; examples; polaris; finance
ND-2025-000157,2026-01-01T00:00:00Z,2025-01-08 10:55:25+00:00,email,incident,bug,broken_link,Low,48.0,11.5,,open,,FALSE,engineering,,6,standard,North West,35-44,M,link to terms of service is dead,Neutral,,bug; broken_link; 404; legal
ND-2025-000158,2026-01-01T00:00:00Z,2025-01-09 13:20:00+00:00,phone,incident,performance_outage,latency_spike,Urgent,4.0,0.1,2.5,solved,fixed,FALSE,engineering,,22,enterprise,London,45-54,M,everything is moving in slow motion,Negative,3,latency; slow; polaris; performance
ND-2025-000159,2026-01-01T00:00:00Z,2025-01-10 09:40:35+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.8,,new,,FALSE,support,,1,standard,Yorkshire,25-34,F,i need a walkthrough,Neutral,,how_to; walkthrough; onboarding; polaris
ND-2025-000160,2026-01-01T00:00:00Z,2025-01-11 12:05:10+00:00,webchat,service_request,other,sales_inquiry,Low,48.0,1.5,2.1,solved,answered,FALSE,support,,0,free,London,35-44,M,pricing for 50 users?,Neutral,,sales; inquiry; enterprise_tier; pricing
ND-2025-000161,2026-01-01T00:00:00Z,2025-01-12 14:30:45+00:00,email,incident,access_permissions,sso_setup,High,8.0,3.1,,open,,FALSE,support,,15,enterprise,South West,45-54,M,sso configuration error 500,Negative,,sso; error; 500_error; orbit_id
ND-2025-000162,2026-01-01T00:00:00Z,2025-01-13 09:10:20+00:00,in_app,service_request,how_to_training,configuration,Medium,24.0,2.8,7.5,solved,answered,FALSE,support,,4,standard,East Midlands,25-34,F,setting up custom filters,Neutral,4,how_to; filter; configuration; polaris
ND-2025-000163,2026-01-01T00:00:00Z,2025-01-14 11:35:55+00:00,email,incident,billing_payments,duplicate_charge,Urgent,4.0,0.5,3.2,solved,fixed,FALSE,billing,,8,pro,London,35-44,M,charged twice for the same month,Negative,2,duplicate_charge; billing; error; dispute
ND-2025-000164,2026-01-01T00:00:00Z,2025-01-15 13:50:30+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.5,,new,,FALSE,support,,1,standard,Wales,25-34,F,onboarding docs?,Neutral,,how_to; docs; onboarding; polaris
ND-2025-000165,2026-01-01T00:00:00Z,2025-01-16 08:50:05+00:00,webchat,incident,bug,screen_freeze,High,8.0,1.2,4.8,solved,fixed,FALSE,engineering,,7,pro,North East,25-34,M,page freezes on load,Negative,4,screen_freeze; bug; loading; crash
ND-2025-000166,2026-01-01T00:00:00Z,2025-01-17 10:15:40+00:00,email,service_request,data_reporting,missing_data,High,8.0,4.2,,open,,FALSE,data,,10,pro,London,35-44,F,data gap in q4 reports,Negative,,missing_data; polaris; report; gap
ND-2025-000167,2026-01-01T00:00:00Z,2025-01-18 14:40:15+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,6.1,,new,,FALSE,support,,1,standard,South East,25-34,M,new setup,Neutral,,how_to; setup; onboarding; polaris
ND-2025-000168,2026-01-01T00:00:00Z,2025-01-19 09:25:50+00:00,phone,incident,security_privacy,mfa_policy,Urgent,4.0,0.1,1.8,solved,fixed,FALSE,security,,12,enterprise,London,45-54,M,enforce mfa for all users immediately,Neutral,5,mfa; security; policy; orbit_id
ND-2025-000169,2026-01-01T00:00:00Z,2025-01-20 11:50:25+00:00,email,service_request,how_to_training,feature_how_to,Low,48.0,8.5,,pending,,FALSE,support,,5,standard,North West,35-44,F,how to use the forecast widget?,Neutral,,how_to; widget; forecast; polaris
ND-2025-000170,2026-01-01T00:00:00Z,2025-01-21 13:00:00+00:00,webchat,incident,bug,browser_compatibility,Medium,24.0,1.8,6.2,solved,workaround,FALSE,engineering,,9,pro,London,25-34,M,edge browser not rendering charts correctly,Neutral,4,bug; browser; edge; chart
ND-2025-000171,2026-01-01T00:00:00Z,2025-01-22 08:45:35+00:00,email,service_request,how_to_training,onboarding_help,Medium,24.0,5.8,,new,,FALSE,support,,1,standard,West Midlands,25-34,F,onboarding steps,Neutral,,how_to; steps; onboarding; polaris
